customer_id,Segment_D4,cluster,cluster_name,recommended_action,Recency,Frequency,Monetary
C0374,G4 New/Promising,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",19,3,14348
C1229,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,59,1,9630
C0119,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,13,131855
C1167,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",47,2,12910
C0251,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",32,9,13156
C1445,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",159,1,12337
C1023,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,69,2,12419
C0010,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,22,24224
C0450,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,18,8,46061
C0883,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,7,63276
C0709,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,16,6,9684
C0256,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,41,7,43192
C0594,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",12,9,20157
C0390,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,7,34264
C1088,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,0,5995
C1201,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,43,0,22648
C0558,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,20,8,13908
C1288,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,72,4,23172
C0840,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,42,11,36720
C0461,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,7,98670
C0724,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,9,28926
C1382,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,123,1,11929
C0145,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,16,21603
C0502,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,32,11,19416
C1099,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",72,2,24607
C0740,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",30,8,17077
C1385,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,174,2,5271
C0732,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,6,42295
C0540,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,51,7,20118
C0178,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,32,6,69411
C1447,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,346,0,10146
C0698,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",7,5,34581
C0941,G6 At Risk,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",105,5,22216
C1050,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",71,2,11130
C0923,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,2,15307
C0899,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,7,27164
C1493,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,337,2,20977
C0008,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,16,72726
C0863,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,10,38801
C0668,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,7,7088
C1161,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,64,5,9638
C0358,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,49,6,64455
C0784,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,6,19932
C0736,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,10,54214
C0330,G3 Big Spenders,3,穩定中段,推次高規則 + 定期 Banner 維繫,19,4,43479
C1056,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,0,10882
C1149,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,0,39958
C1118,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",71,4,15436
C0259,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,33,6,6448
C1176,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",80,4,6208
C0373,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,48,7,13757
C1104,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",70,2,4958
C0926,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",72,1,19926
C0143,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,14,44989
C0526,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,6,45777
C1139,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",84,2,24384
C1008,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",71,5,14807
C1122,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",100,2,11990
C1424,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,326,2,9286
C0441,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,8,102544
C0532,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,8,38490
C1202,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,96,0,36123
C0227,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,11,91924
C1037,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",92,3,29261
C0229,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",45,7,13100
C1280,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,114,0,5952
C1450,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,220,1,3793
C0213,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,26,9,72287
C0080,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,20,43551
C0149,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,17,103208
C0815,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,15,6,19410
C0904,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",45,1,21146
C0959,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",39,4,21626
C0672,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,40,11,48364
C1156,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",101,3,6426
C0556,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,6,108365
C0908,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",41,2,25912
C0134,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,6,24,117882
C1109,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",73,2,9218
C0824,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,16,9,9465
C0409,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,45,8,16446
C0369,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",42,8,21790
C0508,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,11,29527
C1182,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,54,3,8319
C0505,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,9,49206
C1489,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,292,1,3399
C0348,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",39,5,26979
C0387,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",37,8,8105
C0001,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,10,5500000
C0361,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",12,7,8716
C0895,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,5,59855
C0829,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,10,31659
C1416,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,349,2,9852
C0476,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",44,5,21193
C1281,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",53,2,49384
C0058,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,12,21,49493
C0638,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,5,73577
C1331,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,91,1,37662
C1054,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,89,2,13198
C1371,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,295,0,12947
C0173,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,12,22229
C0451,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,31,5,29511
C0126,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,8,52313
C1180,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",48,4,11374
C0531,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",18,5,36711
C0858,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",22,5,42665
C0714,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",35,7,30339
C0091,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,16,40494
C1451,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,259,0,53626
C0182,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,16,12,12919
C0876,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,8,20198
C1031,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,64,3,19217
C0787,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,37,5,32297
C0415,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,48,6,40966
C0252,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,25,8,23799
C0070,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,1,22,7429
C0804,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,40,9,46744
C0132,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,22,98975
C0301,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,6,54112
C1430,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,116,0,8698
C0327,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,11,46917
C1465,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,188,1,12091
C1114,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",57,1,22529
C0500,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,41,10,133249
C1378,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,243,0,14715
C0833,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,48,11,102500
C0365,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,8,50607
C0496,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,8,48254
C1395,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,156,0,7043
C0339,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,33,8,50216
C0422,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,9,26865
C0165,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,12,7,32077
C0029,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,14,100744
C0517,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",44,9,44402
C0194,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,47,11,52783
C1328,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",46,1,12645
C1362,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,217,0,8429
C0946,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",63,1,40851
C1361,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,181,0,3331
C0170,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,8,59476
C0168,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,36,5,32789
C0653,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,43,6,13241
C0174,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,28,8,29389
C0519,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",21,10,11321
C1214,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,80,1,18424
C1401,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,253,0,17595
C0913,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",46,4,43373
C0492,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,10,6,33456
C0954,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,72,2,20232
C0074,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,24,21547
C1253,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",105,1,6635
C0588,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",38,10,12665
C0751,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,11,57290
C0658,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,6,24086
C0843,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",34,9,16502
C0235,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,5,63313
C0733,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",17,6,36429
C0215,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",13,10,36071
C0163,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,10,43302
C0133,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,24,77480
C1312,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,75,4,3595
C0223,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,23,6,38948
C1228,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,85,2,10700
C0935,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,3,12578
C0186,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,10,51000
C0042,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,12,45028
C0693,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,36,5,27494
C0109,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,12,62758
C0039,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,9,74062
C0569,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",28,8,24519
C0995,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,76,1,44883
C1343,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,3,12040
C1442,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,232,0,8999
C0484,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,38,6,57487
C0469,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,16,9,22418
C0891,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,23,7,30917
C0948,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",121,3,33068
C0025,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,25,62174
C1010,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,72,3,15730
C1193,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,2,13578
C0069,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,21,49622
C0885,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,24,6,15906
C1355,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,298,0,13148
C0367,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,9,22822
C0506,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",47,10,17338
C0851,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,32,5,50747
C1316,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,1,11816
C0384,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,6,48295
C0735,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,42,10,48760
C0718,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,10,194437
C1336,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,73,4,21782
C0455,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,6,39073
C0265,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,14,42942
C0076,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,21,83796
C0915,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",81,5,9587
C0233,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,11,53389
C0445,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,0,7,29063
C0396,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,11,5,11516
C0612,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,8,33535
C0177,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,12,62768
C0019,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,11,57605
C1311,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,52,2,16732
C1222,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",67,5,16580
C0342,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,11,19822
C1348,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,95,3,6116
C0880,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,44,9,42947
C0596,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,7,23622
C0062,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,24,68491
C1261,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",96,1,14717
C0273,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,23,7,8757
C1209,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",98,2,14849
C0873,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,12,19114
C1121,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",56,1,70596
C1407,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,343,0,9945
C0279,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,6,10,15441
C0037,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,25,133056
C0663,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,43,8,74759
C1352,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,218,0,5165
C1090,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,109,4,24166
C0978,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,76,2,25813
C0739,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,8,31829
C0192,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,8,53182
C0920,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",51,5,9986
C0457,G3 Big Spenders,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,4,68816
C0676,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,8,45860
C0761,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,11,14882
C1353,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,258,1,20867
C0729,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",0,7,12307
C0413,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,47,4,27920
C0826,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,27,5,23323
C0617,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,11,8,19163
C0115,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,7,63529
C0418,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,34,7,21467
C1429,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,243,0,4907
C0970,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,67,1,11843
C0605,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,6,20567
C1435,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,94,0,23356
C0090,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,21,181351
C0849,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,12,8,60941
C1146,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,83,1,12817
C1434,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,308,0,16074
C0754,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,46,8,40038
C0499,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,11,42417
C0012,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,12,41402
C0397,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,9,30639
C0285,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,10,40554
C0691,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,11,25905
C1231,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,90,1,10856
C1404,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,238,0,5247
C0690,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,6,100840
C0852,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",14,4,40655
C0160,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,26,12,28755
C0896,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",18,4,28841
C1190,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,51,1,21768
C0258,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,5,4,35758
C0336,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,9,96791
C1408,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,292,2,5223
C1040,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",96,1,44737
C0516,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,42,6,49336
C1016,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,2,16048
C0769,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,27,6,42015
C1317,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",91,2,22681
C0762,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,11,27062
C1103,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",70,2,23599
C0522,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,27,5,38084
C0023,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,19,82603
C0357,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,5,70897
C1272,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,49,3,4640
C0341,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,8,28688
C0432,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,9,76269
